good,mean_share,expenditure_elasticity,marshallian_own_price,hicksian_own_price,classification
Shelter,0.18079899274786354,0.3654636129605787,0.28361237463338645,0.34968782774265417,Necessity
Food at Home,0.07685928093144521,-0.47777468759417085,-0.9976900015722516,-1.0344114205079855,Inferior
Food Away from Home,0.0668137908960827,2.8388488536671295,0.9960155395868263,1.185689793281326,Luxury
Everything Else,0.6755279354246085,1.15609091967615,-0.8314786454442605,-0.050506933312294056,Luxury
