term,estimate,std_error,t_value,p_value
housing_(Intercept),1.4273224304480625,0.07572694991309979,18.84827570747246,0
housing_lnp_h,0.28971804439098725,0.013123290533486353,22.076631135439804,0
housing_lnp_f,0.027692568625870693,0.0062646573710109146,4.420444245524956,1.1017447358652177e-5
housing_lnp_s,-0.23553357401486819,0.014083236160936891,-16.7243928400615,0
housing_lnp_c,-0.015265727647424917,0.007931120237304658,-1.9247883263225978,0.054562266171331864
housing_lnp_m,0.07419544195993984,0.005715691052765768,12.981009868270851,0
housing_lnXP6,-0.1385355131872946,0.008483057183686674,-16.330847498435475,0
housing_trend,1.3527683910368664e-4,2.0143159165296333e-5,6.715770748450844,3.262323744479545e-11
food_(Intercept),1.1149721973395306,0.055716824857350467,20.01140948347557,0
food_lnp_h,0.02769256862576459,0.006264657371010609,4.420444245508234,1.1017447359318311e-5
food_lnp_f,-0.013756696726690268,0.00589421448869269,-2.3339321555197494,0.019812625371123493
food_lnp_s,-0.0063935414089104255,0.00802027803757327,-0.7971720405399995,0.42555569293525863
food_lnp_c,0.036449850081565746,0.006233145006256617,5.847746209173481,6.90598334074366e-9
food_lnp_m,0.04192282285874895,0.0038428672195397785,10.90925615269362,0
food_lnXP6,-0.11625129375038762,0.0062408286397949014,-18.62754138274306,0
food_trend,2.069107566524513e-4,1.3995278078772695e-5,14.784326219732833,0
foodsvc_(Intercept),-1.0949534187955874,0.06701774876984819,-16.338260220525573,0
foodsvc_lnp_h,-0.23553357401081484,0.014083236160940208,-16.72439283976975,0
foodsvc_lnp_f,-0.006393541408968126,0.008020278037570635,-0.7971720405474556,0.425555692930931
foodsvc_lnp_s,0.305064565356242,0.022356303249843366,13.645572881481618,0
foodsvc_lnp_c,-0.03967014819922505,0.009037342022189457,-4.389581372689295,1.2665942080491988e-5
foodsvc_lnp_m,-0.07899750057959215,0.0053503341229909525,-14.764965843933282,0
foodsvc_lnXP6,0.12932335395631323,0.007501848353902889,17.238865390958196,0
foodsvc_trend,-2.7837355911213577e-4,1.7661917476078155e-5,-15.761230879329693,0
health_(Intercept),-1.1938152888688114,0.08468726250087433,-14.096751431261415,0
health_lnp_h,-0.015265727647897402,0.007931120237303862,-1.9247883263823644,0.05456226616384097
health_lnp_f,0.03644985008159067,0.006233145006256649,5.84774620917745,6.90598334074366e-9
health_lnp_s,-0.039670148199311805,0.009037342022189716,-4.389581372698769,1.2665942080047898e-5
health_lnp_c,0.14034103774561071,0.0097504230889154,14.393328009033269,0
health_lnp_m,-0.05858653910107605,0.00517481855979878,-11.321467298624313,0
health_lnXP6,0.15210322987832137,0.009488363844054394,16.03050139920935,0
health_trend,-2.7051675174427804e-4,2.095755202056634e-5,-12.90784111993667,0
motor_(Intercept),0.15390645747140622,0.11570433299022419,1.3301702148389698,0.18379005851703445
motor_lnp_h,0.07419544195961995,0.005715691052765683,12.981009868215079,0
motor_lnp_f,0.041922822858746565,0.0038428672195398306,10.909256152692851,0
motor_lnp_s,-0.07899750057959473,0.00535033412299095,-14.764965843933773,0
motor_lnp_c,-0.058586539101076016,0.0051748185597987675,-11.321467298624333,0
motor_lnp_m,-0.0028161992419549605,0.007054508395253722,-0.3992055979194385,0.6898338661089831
motor_lnXP6,-0.013042530850877275,0.012974030064321735,-1.0052798387406174,0.31502501648594317
motor_trend,4.240620988092245e-5,2.959247704798082e-5,1.4330064297140663,0.1521938812125967
