qtr_date,cpi,pi,pi_l1,pi_l2,core_pce,core_pce_pi,core_pce_pi_l1,core_pce_pi_l2,exp_pi10,unrate,nairu,unrate_gap,unemp,job_open,v_u,gscpi,good4u_views,good4u_views_norm,good4u_views_log,y2021_2022
2015-01-01,235.35500000000002,-2.5975400620808387,-0.9950114047924785,1.0220292661418995,96.336,0.6676664742286675,1.082822661978966,1.4999625873922895,2.1433,5.533333333333334,4.698048397,0.8352849363333341,8666.333333333334,5340.0,0.6163266233007876,-0.40776071636198435,0.0,0.0,0.0,0
2015-04-01,236.96,2.718535177474024,-2.5975400620808387,-0.9950114047924785,96.76533333333333,1.7786890783948905,0.6676664742286675,1.082822661978966,2.1815,5.433333333333334,4.676682672,0.7566506613333335,8543.666666666666,5469.666666666667,0.6402718378624563,-0.5948280452242222,0.0,0.0,0.0,0
2015-07-01,237.855,1.507957516060543,2.718535177474024,-2.5975400620808387,97.07666666666667,1.2848963631856947,1.7786890783948905,0.6676664742286675,2.2393,5.1000000000000005,4.655540006,0.4444599940000007,8022.0,5670.333333333333,0.7065494533904008,-0.500173455584435,0.0,0.0,0.0,0
2015-10-01,237.837,-0.03027168841782668,1.507957516060543,2.718535177474024,97.31866666666667,0.9959091954026889,1.2848963631856947,1.7786890783948905,2.1846,5.033333333333333,4.634743367,0.39858996633333366,7943.0,5775.333333333333,0.7271495109067976,-0.49773642777183197,0.0,0.0,0.0,0
2016-01-01,237.68933333333334,-0.2484264883975129,-0.03027168841782668,1.507957516060543,97.72633333333333,1.6720951998170364,0.9959091954026889,1.2848963631856947,2.2122,4.8999999999999995,4.614409445,0.28559055499999975,7763.333333333333,5970.333333333333,0.7690954936908554,-0.7376617436130796,0.0,0.0,0.0,0
2016-04-01,239.59033333333332,3.1864086161334626,-0.2484264883975129,-0.03027168841782668,98.26233333333334,2.1878870669183925,1.6720951998170364,0.9959091954026889,2.2369,4.933333333333334,4.594646968999999,0.3386863643333342,7821.0,5774.0,0.7385979115822591,-0.42576457575278,0.0,0.0,0.0,0
2016-07-01,240.60733333333334,1.694304810127889,3.1864086161334626,-0.2484264883975129,98.68866666666668,1.731736317102417,2.1878870669183925,1.6720951998170364,2.2072,4.8999999999999995,4.575555157,0.3244448429999993,7792.666666666667,5835.666666666667,0.7491385631314592,-0.12466853625502732,0.0,0.0,0.0,0
2016-10-01,242.13466666666667,2.5311051113948935,1.694304810127889,3.1864086161334626,99.02866666666667,1.375702693975711,1.731736317102417,2.1878870669183925,2.2332,4.766666666666667,4.5572223460000005,0.20944432066666607,7628.333333333333,5842.0,0.7664372967860733,-0.19627237515080734,0.0,0.0,0.0,0
2017-01-01,243.83866666666665,2.8051036820389896,2.5311051113948935,1.694304810127889,99.48833333333334,1.8524055397911354,1.375702693975711,1.731736317102417,2.419,4.566666666666666,4.539724801,0.02694186566666623,7306.666666666667,5783.666666666667,0.792133589503813,0.13290396749204483,0.0,0.0,0.0,0
2017-04-01,244.12,0.46124130378188966,2.8051036820389896,2.5311051113948935,99.82099999999998,1.3352790660718483,1.8524055397911354,1.375702693975711,2.3387,4.366666666666667,4.523125741,-0.15645907433333317,6987.333333333333,6074.0,0.8696206662134722,-0.01310582347735366,0.0,0.0,0.0,0
2017-07-01,245.287,1.9076183411083747,0.46124130378188966,2.8051036820389896,100.12266666666666,1.2070075560622229,1.3352790660718483,1.8524055397911354,2.2655,4.333333333333333,4.507474599,-0.174141265666667,6942.666666666667,6278.0,0.9044623345003863,0.3486054248876718,0.0,0.0,0.0,0
2017-10-01,247.23833333333334,3.1695320604018917,1.9076183411083747,0.46124130378188966,100.568,1.7752058794531678,1.2070075560622229,1.3352790660718483,2.2042,4.166666666666667,4.492806508,-0.3261398413333332,6702.0,6338.333333333333,0.9458437736955124,0.7674799217581999,0.0,0.0,0.0,0
2018-01-01,249.3216666666667,3.3564452350773877,3.1695320604018917,1.9076183411083747,101.20800000000001,2.537475799935507,1.7752058794531678,1.2070075560622229,2.2869,4.033333333333333,4.479142049,-0.4458087156666668,6514.0,6663.666666666667,1.0231321851124429,0.36593842552289774,0.0,0.0,0.0,0
2018-04-01,250.679,2.1717357724963193,3.3564452350773877,3.1695320604018917,101.75133333333333,2.141649255033329,2.537475799935507,1.7752058794531678,2.3176,3.9333333333333336,4.466487238,-0.5331539046666665,6367.333333333333,7041.0,1.1061703952479298,0.44611635806391553,0.0,0.0,0.0,0
2018-07-01,251.68633333333332,1.6041468096236855,2.1717357724963193,3.3564452350773877,102.07566666666666,1.2729760319036387,2.141649255033329,2.537475799935507,2.2694,3.766666666666667,4.454833762,-0.6881670953333328,6141.333333333333,7269.666666666667,1.1839410110223385,0.483586459317279,0.0,0.0,0.0,0
2018-10-01,252.711,1.625176040404952,1.6041468096236855,2.1717357724963193,102.55233333333332,1.8635476233541226,1.2729760319036387,2.141649255033329,2.2425,3.8333333333333335,4.444159456,-0.6108261226666669,6238.333333333333,7462.333333333333,1.1966710967748653,0.48569527924545447,0.0,0.0,0.0,0
