year,ind2d,theta_WI1_ct,theta_WI2_ct,theta_WI2_xt,theta_WI1_kt,theta_WI2_kt
1981,72,.89627248,.72940308,.2155526,.1248421,.069566503
1982,72,.89396989,.71906948,.2198341,.1054607,.073172301
1983,72,.85141963,.69383842,.1854884,.1466563,.1407737
1984,72,.84365487,.7077722,.18847281,.1350892,.1400729
1985,72,.82719588,.71672642,.16337129,.1314853,.1524581
1986,72,.81701362,.72438008,.1704895,.1335472,.132659
1987,72,.82120383,.73241562,.1582316,.14581589,.1406523
1988,72,.84031242,.75407791,.17348979,.1325742,.1179332
1989,72,.84205133,.74450213,.17907859,.1477004,.1374561
1990,72,.8504256,.74537891,.16251449,.1509971,.15871
1991,72,.85627109,.75608343,.1586127,.1440327,.1287545
1992,72,.84257323,.75023538,.1688249,.1275378,.1157893
1993,72,.84153539,.76032829,.1619304,.1228959,.1023495
1994,72,.83039421,.75654572,.15807679,.14382979,.1126928
1995,72,.81431448,.74089432,.19052561,.079144098,.0597491
1996,72,.79772723,.72341043,.2051018,.0813298,.061889399
1997,72,.79420352,.71530563,.2157781,.083381601,.061374899
1998,72,.77261412,.69961452,.2415143,.097824097,.0658997
1999,72,.76148129,.69373101,.25551939,.0933244,.0602757
2000,72,.75608379,.69546831,.26192829,.1760588,.1005372
2001,72,.74601972,.701123,.23777109,.27490351,.1861068
2002,72,.75061959,.70803058,.2314228,.29303229,.2015073
2003,72,.7668196,.71461117,.2077097,.25480911,.17023639
2004,72,.77285439,.71339411,.1901167,.2662282,.1663986
2005,72,.76765639,.70189798,.1232394,.2173733,.1555094
2006,72,.75452429,.68062413,.1636112,.1603505,.062460698
2007,72,.75972348,.6868329,.14086621,.141341,.065471902
2008,72,.76817882,.6884225,.1894307,.15918089,.070925102
2009,72,.78519553,.7030831,.20847771,.15154441,.094270803
2010,72,.80435771,.71430337,.2355171,.19561189,.1209889
2011,72,.82855201,.72133178,.2618067,.060591299,.013963
2012,72,.78965092,.67266822,.2381864,-.0046660001,.0041824002
2013,72,.75944132,.63745552,.2317784,.0234602,.051405601
2014,72,.73802191,.61038578,.25048131,.040331502,.037544601
2015,72,.72863293,.59641308,.25889349,.0139271,.0440244
2016,72,.70808488,.57745773,.23329221,.15065791,.1151837
2017,72,.70808488,.57745773,.23329221,.15065791,.1151837
2018,72,.70808488,.57745773,.23329221,.15065791,.1151837
2019,72,.70808488,.57745773,.23329221,.15065791,.1151837
2020,72,.70808488,.57745773,.23329221,.15065791,.1151837
2021,72,.70808488,.57745773,.23329221,.15065791,.1151837
1960,81,.69594079,.6548872,.23098551,.058207601,.068571597
1961,81,.69594079,.6548872,.23098551,.058207601,.068571597
1962,81,.69594079,.6548872,.23098551,.058207601,.068571597
1963,81,.69594079,.6548872,.23098551,.058207601,.068571597
1964,81,.69594079,.6548872,.23098551,.058207601,.068571597
1965,81,.69594079,.6548872,.23098551,.058207601,.068571597
1966,81,.69594079,.6548872,.23098551,.058207601,.068571597
1967,81,.69594079,.6548872,.23098551,.058207601,.068571597
1968,81,.69594079,.6548872,.23098551,.058207601,.068571597
1969,81,.69594079,.6548872,.23098551,.058207601,.068571597
1970,81,.75440562,.65133411,.1802469,.071001001,.084321797
1971,81,.79461288,.66113007,.22154289,.075102098,.074508697
1972,81,.85029727,.68615878,.2493349,.082414798,.1093015
1973,81,.89652699,.70730728,.24809,.14269669,.1418502
1974,81,.8514744,.70101172,.3462559,.2629326,.1625915
1975,81,.83352911,.7003597,.35075891,.18049639,.1197623
1976,81,.83276713,.69475698,.32122391,.1343434,.1285242
1977,81,.85594338,.68256462,.3286069,.024527499,.1072224
1978,81,.87127078,.67345148,.31393781,-.0500542,.1077057
1979,81,.90321708,.65890127,.2972123,-.074075401,.1049665
1980,81,.92694688,.65898561,.20850439,.0415585,.3627457
1981,81,.94268131,.67255449,.2158971,.065201998,.26777679
1982,81,.96397072,.70231652,.1459403,.057527099,.2702243
1983,81,.93124008,.67046672,.1904965,.1140075,.27228639
1984,81,.89857268,.61416757,.2270527,.13149171,.30359021
1985,81,.8825134,.59738159,.3557415,.0513843,.0701361
1986,81,.92337269,.59465998,.2377688,.0332864,.037655901
1987,81,.90723431,.57891142,.27259669,.063694403,.0893948
1988,81,.88258129,.56019539,.28594431,.062980898,.080543101
1989,81,.85891348,.57067508,.28453919,.098905496,.122746
1990,81,.81565768,.55209601,.2219567,.2319192,.2706649
1991,81,.74730539,.52568781,.46774521,.25044161,.148665
1992,81,.71652877,.530384,.38147071,.1730482,.18733829
1993,81,.75308549,.57774842,.39404699,.1658193,.1368981
1994,81,.7763207,.61223,.31547201,.1538322,.1301575
1995,81,.83530128,.67741692,.38598841,.052398399,.0023346001
1996,81,.85216123,.70505518,.33331549,.0363972,.021365199
1997,81,.86498982,.71845943,.3349764,.0449454,-.0021752
1998,81,.85516691,.71374857,.3367056,.071842998,-.00041899999
1999,81,.85619181,.7317884,.33288571,.097932301,.0175473
2000,81,.83644408,.7057364,.28495279,.1741785,.1565403
2001,81,.85966372,.70336962,.36939511,.1839138,.093857303
2002,81,.87943667,.69851291,.43656179,.1261244,.044310499
2003,81,.87574887,.68127602,.4314115,.0132522,.090511501
2004,81,.86858481,.67223179,.28865919,-.095804997,.029811099
2005,81,.85103452,.68676043,.2410228,.0058811,.020648699
2006,81,.85480928,.71118891,.1949023,.0051393998,.0239163
2007,81,.87611347,.71380621,.1568394,-.0486851,.0084643997
2008,81,.89915347,.73956782,.073043399,-.043458499,-.0164869
2009,81,.9190703,.75239933,.2412152,.18387491,.078744099
2010,81,.92425871,.76242763,.26790419,.28852361,.1388337
2011,81,.88515389,.74477392,.3089641,.39746711,.1008003
2012,81,.8589738,.73667359,.36153081,.51642263,.1166866
2013,81,.83736259,.72311109,.31281799,.5637545,.0935684
2014,81,.81474853,.7427386,.5359205,.91741538,.165264
2015,81,.81359142,.75142491,.50182289,1.016806,.24081901
2016,81,.82884312,.77520698,.36718401,1.336368,.64620829
2017,81,.82884312,.77520698,.36718401,1.336368,.64620829
2018,81,.82884312,.77520698,.36718401,1.336368,.64620829
2019,81,.82884312,.77520698,.36718401,1.336368,.64620829
2020,81,.82884312,.77520698,.36718401,1.336368,.64620829
2021,81,.82884312,.77520698,.36718401,1.336368,.64620829
1955,99,.88124651,.7390582,.17232201,.1884705,.1148547
1956,99,.88124651,.7390582,.17232201,.1884705,.1148547
1957,99,.88124651,.7390582,.17232201,.1884705,.1148547
1958,99,.88124651,.7390582,.17232201,.1884705,.1148547
1959,99,.88124651,.7390582,.17232201,.1884705,.1148547
1960,99,.88124651,.7390582,.17232201,.1884705,.1148547
1961,99,.88124651,.7390582,.17232201,.1884705,.1148547
1962,99,.88124651,.7390582,.17232201,.1884705,.1148547
1963,99,.88124651,.7390582,.17232201,.1884705,.1148547
1964,99,.88124651,.7390582,.17232201,.1884705,.1148547
1965,99,.88124651,.7390582,.17232201,.1884705,.1148547
1966,99,.88124651,.7390582,.17232201,.1884705,.1148547
1967,99,.88124651,.7390582,.17232201,.1884705,.1148547
1968,99,.88124651,.7390582,.17232201,.1884705,.1148547
1969,99,.88124651,.7390582,.17232201,.1884705,.1148547
1970,99,.88186991,.73420751,.1857634,.038198501,.0531523
1971,99,.87941372,.74335182,.1682955,.029077601,.056146301
1972,99,.87123358,.73668772,.1325741,.0559089,.054956298
1973,99,.87205422,.73337758,.25676271,.10749,.074946702
1974,99,.89196998,.74429721,.22107209,.1090701,.072089598
1975,99,.89818668,.74654013,.24293301,.072376803,.091923401
1976,99,.8919009,.74164051,.22390421,.1258904,.1398468
1977,99,.88844413,.72918332,.3271201,.1257661,.1182578
1978,99,.89217001,.71896237,.33961511,.1375659,.10868
1979,99,.8997072,.72766709,.3293792,.14336389,.080532998
1980,99,.90431988,.72148901,.3726224,.19454689,.0586472
1981,99,.93743461,.75478828,.44210449,.1896272,.039345801
1982,99,.94216561,.77303809,.43645909,.2410778,.097423598
1983,99,.92590493,.76236022,.4479638,.22228929,.098464899
1984,99,.89884973,.73350042,.39455521,.283705,.2091943
1985,99,.88633358,.73728079,.403786,.0192031,-.060190599
1986,99,.87400311,.71104479,.3314538,.016693501,-.0248302
1987,99,.86883801,.6889931,.3105174,-.0029881001,-.0477506
1988,99,.88069099,.67407268,.29597011,-.0117773,-.0360552
1989,99,.88816053,.6720528,.27127829,.027521599,.028191
1990,99,.88287169,.65447319,.37728831,.1497127,.150856
1991,99,.88777792,.65509331,.3751778,.1674372,.183258
1992,99,.89272308,.6723792,.293585,.1702572,.1777146
1993,99,.89833039,.68824971,.2430691,.1239556,.1226699
1994,99,.89040601,.71602392,.30585289,.158464,.118759
1995,99,.88045388,.70325971,.2976934,.16871101,.1210638
1996,99,.89255452,.71466541,.3052083,.1452814,.099836998
1997,99,.90060759,.74002987,.34155121,.1605041,.095941901
1998,99,.90354532,.78423959,.30006009,.1682407,.095005199
1999,99,.90066981,.78677201,.3033697,.1056884,.056452502
2000,99,.90316367,.79624128,.28389129,.051051099,.0185792
2001,99,.88470501,.79387712,.28822151,.0065032998,-.020396199
2002,99,.84625602,.73561281,.32432929,-.0012127,-.027445899
2003,99,.83719373,.69152713,.39325091,.0100939,-.024842801
2004,99,.85090172,.66620767,.4323971,.0282398,-.0150422
2005,99,.84514642,.64769107,.51857752,.049784798,-.02173
2006,99,.84172487,.66764742,.47137541,.073300302,.0043845
2007,99,.88960499,.70090091,.50622839,.051469099,-.0189227
2008,99,.91643608,.72136998,.47485241,.047815301,.0147966
2009,99,.93301833,.72284752,.50723797,.0173332,-.0024089001
2010,99,1.010928,.76556587,.435745,-.063929103,-.0209514
2011,99,1.060436,.81141162,.30469081,.0202021,.063767597
2012,99,1.041115,.83274227,.301065,.023330299,.078447297
2013,99,1.047969,.84926331,.30517879,.024027901,.038157102
2014,99,1.097967,.88464803,.32046181,-.0314578,-.038218301
2015,99,1.073604,.99063569,.30221301,.019150199,-.0788773
2016,99,.89995211,.73313391,.2166027,.19082031,.1464773
2017,99,.89995211,.73313391,.2166027,.19082031,.1464773
2018,99,.89995211,.73313391,.2166027,.19082031,.1464773
2019,99,.89995211,.73313391,.2166027,.19082031,.1464773
2020,99,.89995211,.73313391,.2166027,.19082031,.1464773
2021,99,.89995211,.73313391,.2166027,.19082031,.1464773
